"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"134d12c5-6430-4f11-b42b-042124d5d4be","China_output036_text.txt","Coxenga","char-offset:945","PERSON","","","","","","","","","Coxinga, son of Chunchilung (known to foreigners as Iquon); took islands of Taiwan and Formosa from Dutch East India Company, 1661; pp. 49-53, 56, 65-6, in Arnoldus Montanus, Atlas Chinensis (1671); https://ota.bodleian.ox.ac.uk/repository/xmlui/bitstream/handle/20.500.12024/A36730/A36730.html?sequence=5&isAllowed=y
","",""
"f76083eb-b5d0-458c-bedf-696cae116ca6","China_output036_text.txt","Frederick Cojet","char-offset:1203","PERSON","","","","","","","","","Frederick Coyett (b. Stockholm c.1615 or 1620; buried Amsterdam 1687); last colonial governor for Dutch colony of Formosa (1656-62); https://en.wikipedia.org/wiki/Frederick_Coyett
","",""
"4d3cc300-fd99-4cbf-8808-a4557ed4eb88","China_output036_text.txt","Cojet","char-offset:1315","PERSON","","","","","","","","","","",""
"31e429b5-e10b-4df5-bdb8-956b155f93a2","China_output036_text.txt","Batavia","char-offset:1419","PLACE","http://geo-kima.org/place/8409","Jakarta (Indonesia)","","","","","VERIFIED","","","",""
"47b97cda-5f32-47f2-8b2c-1334f4b8348e","China_output036_text.txt","Canton","char-offset:1597","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"7780c0a3-ccca-4b86-bfb4-78db6d119706","China_output037_text.txt","Thibet","char-offset:18","PLACE","http://sws.geonames.org/1279685","Tibet","","31.691269092669106","88.10070871640409","","VERIFIED","","","",""
"9f8f0ded-b3c2-418c-a943-d11733fbcdd1","China_output037_text.txt","Boutan","char-offset:29","PLACE","http://sws.geonames.org/1252634","Bhutan","","27.418484406610432","90.43688251457301","","VERIFIED","","In the Eastern Himalayas, between China and India; https://en.wikipedia.org/wiki/Bhutan","",""
"7b91b172-bd86-4188-b8c1-77e6e571468e","China_output037_text.txt","Imaus","char-offset:90","PLACE","http://pleiades.stoa.org/places/59834","Hemodos/Imaus/Caucasus M.","-0330/0640","32.5","77.5","mountain","VERIFIED","","Imaus, the name of an Indian (Himalayan) mountain from which revers run; https://www.iranchamber.com/geography/articles/alexander_fleet_persian_gulf.php, VI","",""
"4e524d70-e9d4-46a6-a8ba-c669f632e45f","China_output037_text.txt","Hemodus","char-offset:100","PLACE","http://pleiades.stoa.org/places/59834","Hemodos/Imaus/Caucasus M.","-0330/0640","32.5","77.5","mountain","VERIFIED","","Hemodus the name of an Indian (Himalayan) mountain from which revers run; https://www.iranchamber.com/geography/articles/alexander_fleet_persian_gulf.php, VI","",""
"267a91e7-3166-4d1c-a2df-6b3847a84e6c","China_output037_text.txt","China","char-offset:151","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"e1edb689-0762-419d-b4dd-4ff69285970e","China_output037_text.txt","Tartary","char-offset:221","PLACE","","","","","","","NOT_IDENTIFIABLE","","Chinese Tartary, archaic geographical term in use especially during Qing dynasty (1636/1644 - date entered Beijing - 1912); northern Eurasia; but by 17th century, under influence of missionary writings of Catholics referred to lands of Manchus, northeastern provinces knowan as Guangdong/Guanwai during Qing dynasty; https://en.wikipedia.org/wiki/Chinese_Tartary; https://en.wikipedia.org/wiki/Manchuria
","",""
"2d22432b-180a-4280-84c4-d21880f46a38","China_output037_text.txt","great wall","char-offset:322","PLACE","","","","","","","NOT_IDENTIFIABLE","","Wànlǐ Chángchéng (Great Wall of China) https://en.wikipedia.org/wiki/Great_Wall_of_China
","",""
"62e4c369-d470-48df-be51-01d54872adee","China_output037_text.txt","China","char-offset:664","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"a5c313cb-d5e6-400b-a797-d6c4968b79f8","China_output037_text.txt","Tartary","char-offset:870","PLACE","","","","","","","NOT_IDENTIFIABLE","","","",""
"a27d75f3-e8f1-4966-87cf-1556ca11d1ba","China_output037_text.txt","Siberia","char-offset:883","PLACE","http://geo-kima.org/place/2419","Siberia (Russia)","","","","","UNVERIFIED","","","",""
"4f1b91d9-6f94-4750-9534-76ec762e0260","China_output037_text.txt","North America","char-offset:978","PLACE","http://sws.geonames.org/6255149","North America","","56.45113996680288","-92.29468412630054","","VERIFIED","","","",""
"7a998f54-6f1d-4678-88c8-cb39159775bb","China_output037_text.txt","Canton","char-offset:1014","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"5979a242-25c5-461a-94b5-ac84137b68e8","China_output037_text.txt","Nimpo","char-offset:1051","PLACE","http://sws.geonames.org/1799397","Ningbo","","29.87819","121.54945","","VERIFIED","","https://en.wikipedia.org/wiki/Ningbo","",""
"49b231e0-b6ac-4f88-bec3-ea1ceeaa7c47","China_output037_text.txt","Peking","char-offset:1061","PLACE","http://sws.geonames.org/2038349","Beijing","","40.17382196110366","116.40643185387688","","VERIFIED","","","",""
"b4e0ec19-daf8-4597-a97f-ed0495a3d18f","China_output037_text.txt","Hoambo","char-offset:1206","PLACE","","","","","","","NOT_IDENTIFIABLE","","","",""
"7bb2b0b3-5494-4dba-9c15-916a01562b82","China_output037_text.txt","China","char-offset:1229","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"cc8c76ef-a644-42c5-b399-a5a3d6415f5f","China_output037_text.txt","Mr. Kirwan","char-offset:1265","PERSON","","","","","","","","","Richard Kirwan, An Estimate of the Temperature of Different Latitudes (London, 1787), p. 93.
","",""
"c5727bdb-348e-4d5a-9986-72189622b56d","China_output037_text.txt","Peking","char-offset:1308","PLACE","http://sws.geonames.org/2038349","Beijing","","40.17382196110366","116.40643185387688","","VERIFIED","","","",""
"12427b5e-2d41-478a-b435-223038b78748","China_output037_text.txt","Tartary","char-offset:1528","PLACE","","","","","","","NOT_IDENTIFIABLE","","Chinese Tartary, archaic geographical term in use especially during Qing dynasty (1636/1644 - date entered Beijing - 1912); northern Eurasia; but by 17th century, under influence of missionary writings of Catholics referred to lands of Manchus, northeastern provinces knowan as Guangdong/Guanwai during Qing dynasty; https://en.wikipedia.org/wiki/Chinese_Tartary; https://en.wikipedia.org/wiki/Manchuria
","",""
"64511bdf-6059-4148-b085-a78fe717f1d5","China_output037_text.txt","Siberia","char-offset:1540","PLACE","http://geo-kima.org/place/2419","Siberia (Russia)","","","","","UNVERIFIED","","","",""
"72a64b38-44a3-4704-8c3f-04ef9dcae973","China_output037_text.txt","Peking","char-offset:1552","PLACE","http://sws.geonames.org/2038349","Beijing","","40.17382196110366","116.40643185387688","","VERIFIED","","","",""
"34c9388d-bdf9-4300-83f3-488554e22387","China_output038_text.txt","China","char-offset:16","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"e8e899c2-bd12-4fb8-8970-8a40c0d4752d","China_output038_text.txt","one of the emperors","char-offset:164","PERSON","","","","","","","","","Fuchai (of Wu; reigned 495–473 BC); https://en.wikipedia.org/wiki/Fuchai_of_Wu","",""
"10b086da-7f58-4484-88b0-02e65eb30702","China_output038_text.txt","Peking","char-offset:281","PLACE","http://sws.geonames.org/2038349","Beijing","","40.17382196110366","116.40643185387688","","VERIFIED","","","",""
"31d427d0-b0f6-45c1-9622-d2645eed371f","China_output038_text.txt","Canton","char-offset:291","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"2472ece0-4361-4c89-a562-99542ba844fa","China_output038_text.txt","Kiang-fee","char-offset:431","PLACE","http://sws.geonames.org/1806222","Jiangxi","","27.61626334001485","115.71426751190997","","VERIFIED","","https://en.wikipedia.org/wiki/Jiangxi","",""
"6313d369-e5da-498a-b445-24f57289e585","China_output038_text.txt","Quan-Tung","char-offset:445","PLACE","http://sws.geonames.org/1809935","Guangdong","","23.355391782924208","113.42101251293693","","VERIFIED","","","",""
"b8aeb385-d81a-49dc-85b5-aa2f18d0f5f7","China_output038_text.txt","island of Hainan","char-offset:625","PLACE","http://sws.geonames.org/1809054","Hainan","","19.197177393008815","109.74034010213393","","VERIFIED","","https://en.wikipedia.org/wiki/Hainan","",""
"9b467f5b-d21a-4722-9ab9-579d3d229778","China_output038_text.txt","Quang-tung","char-offset:725","PLACE","http://sws.geonames.org/1809935","Guangdong","","23.355391782924208","113.42101251293693","","VERIFIED","","","",""
"497f510c-1aa7-4f5e-be44-170d3ed65cc0","China_output038_text.txt","Hai-nan","char-offset:756","PLACE","http://sws.geonames.org/1809054","Hainan","","19.197177393008815","109.74034010213393","","VERIFIED","","","",""
"2ccc411e-0459-4268-935b-fe4b62c969d1","China_output038_text.txt","Kang-hi","char-offset:1604","PERSON","","","","","","","","","Not sure of identity or period of this story.
","",""
"52984107-1144-4145-9a14-914f56f30ee7","China_output039_text.txt","Canton","char-offset:43","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"b9feb81f-70df-4e50-a08b-1540a8658887","China_output039_text.txt","Canton","char-offset:181","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"93457ed9-1372-44de-bad7-6f102eaf15b5","China_output039_text.txt","Canton","char-offset:669","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"460076e7-4b50-4709-be36-ffa4948f86eb","China_output039_text.txt","Sanciam","char-offset:697","PLACE","http://sws.geonames.org/1913369","Shangchuan","","21.72621","112.77129","","VERIFIED","","","",""
"8a53b7fa-1957-4194-868d-1b1c87c74b8c","China_output039_text.txt","China","char-offset:896","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"b1860608-6fd6-47d7-9da0-8bd8d0ba846e","China_output039_text.txt","two Mahometan travellers","char-offset:919","PERSON","","","","","","","","","Wahab and Abuzaid, arrived at Canfu or Canton, mid-ninth century. https://www.jstor.org/stable/2840950?seq=1; https://www.walmart.com/ip/Ancient-accounts-India-China-two-Mohammedan-travellers-Who-went-parts-9th-century-translated-Arabic-late-learned-Eusebius-Renaudot-With-notes-illustr-9781140729457/53477765?wmlspartner=wlpa&selectedSellerId=12962; https://www.gutenberg.org/files/10600/10600-h/10600-h.htm
","",""
"01e4c377-1fd9-444b-90e1-706d91baa573","China_output039_text.txt","Canton","char-offset:969","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"da1594e3-4287-44ea-92b6-fb12491c80e5","China_output039_text.txt","Nubian geographer","char-offset:1068","PERSON","","","","","","","","","Mentioned by Jacob Bryant, A New System, or, an Ananalysis of Ancient Mythology (London, 1773), I, p. 434. Edgar Allan Poe later made use of Bryant's work. Discussion of identity of the Nubian geographer in Poe's view (not Glaudius Ptolemy; Idrisi, Arabic geographer, scientist and poet of 12th century, whose travels in Spain, North Africa and Asia Minor were described in the 'Book of Roger' and its abridgement, Geographia Nubiensis (Paris, 1619; Latin translation). See Kent Ljungquist, 'Poe's Nubian Geographer', American Literature, Vol. 48, No. 1 (1976), 73-5, esp. 75; https://www.jstor.org/stable/2925315?saml_data=eyJzYW1sVG9rZW4iOiJiM2UzNjBiNS05ZDFjLTQ0MTItOTE3Ny1iNzIyNDQ3NzVjZWYiLCJpbnN0aXR1dGlvbklkcyI6WyJkNDgwOTg1NS01ODdlLTQ5ZjItYTlmMS1mOWQ0NTY0N2I5YjAiXX0&seq=1.
","",""
"9431becb-ae10-44dc-9a3e-190898cbd7a7","China_output039_text.txt","Sanciam","char-offset:1089","PLACE","http://sws.geonames.org/1913369","Shangchuan","","21.72621","112.77129","","VERIFIED","","","",""
"6301d3e9-bd19-4f30-b062-824ae195636d","China_output039_text.txt","Saint Francis de Xavier","char-offset:1148","PERSON","","","","","","","","","Francis de Xavier (1506–3 December 1552), first buried on a beach at Shangchuan Island, Taishan, Guangdong; https://en.wikipedia.org/wiki/Francis_Xavier#Burials_and_relics
","",""
"87996cf1-7f6d-4c50-8b52-7ed94b759c71","China_output039_text.txt","Hoan-pou","char-offset:1242","PLACE","http://sws.geonames.org/1807301","Dasha","","23.11037","113.4418","","VERIFIED","","Described as being situated three miles from Canton here: https://books.google.co.uk/books?id=mqs6AQAAMAAJ&pg=PA245&lpg=PA245&dq=hoan+pou+island+china&source=bl&ots=koTDRNKIRc&sig=ACfU3U3nFUUiRbtyGfbgKP2V-4Nrqal1pA&hl=en&sa=X&ved=2ahUKEwi5q7euzdT3AhV4QEEAHeKuCzAQ6AF6BAgdEAM#v=onepage&q=hoan%20pou%20island%20china&f=false, p. 245.Dutch Folly Fort built here; see https://commons.wikimedia.org/wiki/Category:Dutch_Folly_Fort#/media/File:Boats_Dutch_Folly_Fort-ca1785-Thomas_Daniell.jpgPazhou Island, formerly Whampoa Island and chief anchorage for ships involved in Guangzhou foreign trade; https://en.wikipedia.org/wiki/Pazhou","",""
"ad6e184e-901f-41a0-af5f-dd9829ee67c8","China_output039_text.txt","Tigris","char-offset:1327","PLACE","http://geo-kima.org/place/4708","Pearl River Delta (China)","","","","","VERIFIED","","Pearl River (Zhujiang), with its estuary, Bocca Tigris: https://en.wikipedia.org/wiki/Pearl_River","",""
"d193d93d-a4f2-40ec-ab83-8a29b601efd5","China_output039_text.txt","Canton","char-offset:1347","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"bc7aa26b-66c9-491e-983a-e92bfabdb8fc","China_output039_text.txt","Macao","char-offset:1449","PLACE","http://sws.geonames.org/1821275","Macao","","22.1750482113586","113.5539810047247","","VERIFIED","","","",""
"85b4ac83-1e14-4814-be8c-6d69835be264","China_output040_text.txt","Canton","char-offset:283","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"5d560c6a-e9d5-454c-b592-b186a282cbf3","China_output040_text.txt","Typa","char-offset:361","PLACE","","","","","","","NOT_IDENTIFIABLE","","This may be Taipa, 1.6 miles from Macau Peninsula; https://en.wikipedia.org/wiki/Taipa
","",""
"ac7d5e34-ba25-4b6c-8423-5597fa23a0b4","China_output040_text.txt","Commodore Anson","char-offset:405","PERSON","","","","","","","","Anson|George","George Anson, first baron Anson (1697-1762); voyaged around the world 1740-4; https://en.wikipedia.org/wiki/George_Anson%27s_voyage_around_the_world","",""
"7b8129a3-09e8-4158-82a0-500232a59f51","China_output040_text.txt","Mr. Anson","char-offset:769","PERSON","","","","","","","","Anson|George","","",""
"da7f35c9-e4f8-4b72-ab06-7beb9b0040d2","China_output040_text.txt","Canton","char-offset:809","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"5f2c8997-24bb-4de1-aa63-1e4cf37699b7","China_output040_text.txt","river","char-offset:816","PLACE","http://geo-kima.org/place/4708","Pearl River Delta (China)","","","","","VERIFIED","","","",""
"34c9a8ed-9b84-4c9f-9490-cfc191d40903","China_output040_text.txt","river","char-offset:1127","PLACE","http://geo-kima.org/place/4708","Pearl River Delta (China)","","","","","VERIFIED","","","",""
"cb09bdcc-a88e-49c4-a6bf-40de4333b00e","China_output040_text.txt","Bocca","char-offset:1157","PLACE","","","","","","","NOT_IDENTIFIABLE","","Bocca Tigris
","",""
"46dc6ca4-f90d-4e5c-b82e-632aa10f4396","China_output040_text.txt","river","char-offset:1217","PLACE","http://geo-kima.org/place/4708","Pearl River Delta (China)","","","","","VERIFIED","","","",""
"b3b3c867-7308-4e98-80d7-1b9ecea69887","China_output040_text.txt","Wampoo","char-offset:1341","PLACE","http://sws.geonames.org/1807301","Dasha","","23.11037","113.4418","","VERIFIED","","","",""
"83c479d2-da78-44a8-a4af-c702580e7a00","China_output040_text.txt","Canton","char-offset:1376","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"d7712d91-20c4-491c-b198-883a7f9ea276","China_output040_text.txt","M. Le Poivre","char-offset:1492","PERSON","","","","","","","","","Pierre Poivre (1719-86), native of Lyon, missionary to China and Cochinchina. See https://www.jstor.org/stable/3633634?seq=1
","",""
"1e411d98-896e-48db-ae99-68b03115f5e5","China_output041_text.txt","Kanton","char-offset:348","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"36def78d-449c-4a83-8b00-63a3e2573b04","China_output041_text.txt","the addition of foo, the second by that of tchoo, the third by that of hyen","char-offset:1072","","","","","","","","","","Du Halde, The General History of China, 3rd edn. (English, 1741), pp. 2-3: Every Province is subdivided into a certain Number of Jurisdictions, called by the Chinese, Fou, on which depend others of much less Extent, termed Tcheou and Hien. The Presidents of the former have the Appellation of Tchi fou, and of the latter, Tchi-tcheou, and Tchi hien.","",""
"5bd83365-364d-4ed2-875e-80fc9a1919e4","China_output041_text.txt","Canton","char-offset:1169","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"515a6f96-7d94-45e8-ba08-940679e02890","China_output041_text.txt","Fachan","char-offset:1258","PLACE","http://sws.geonames.org/1811103","Foshan","","23.02677","113.13148","","VERIFIED","","https://en.wikipedia.org/wiki/Foshan","",""
"01c5278b-fedc-4198-bf87-cc79f375e79d","China_output041_text.txt","Voltaire","char-offset:1364","PERSON","","","","","","","","Voltaire","","",""
"aa61fd00-ecfe-4e0b-8141-2239b0061daf","China_output041_text.txt","Canton","char-offset:1555","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"8113cbe4-94bc-4b96-b925-879bbe52a606","China_output042_text.txt","swarms of people inhabit the edges of precipices, as the myriads of birds do the great promontories of Britain","char-offset:96","","","","","","","","","","Comparison with natural history
","",""
"6c4371a6-4481-4e9d-af68-038b327ec038","China_output042_text.txt","Canton","char-offset:774","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"dcb889b0-0e68-48d6-8af1-ec1ecd5d99f7","China_output043_text.txt","Wampu","char-offset:457","PLACE","","","","","","","NOT_IDENTIFIABLE","","Mentioned in James Cook, James King, William Rollinson (engraver), A voyage to the Pacific Ocean; for making discoveries in the northern hemisphere: performed under the direction of Captains Cook, Clerke, and Gore, in the years 1776, 1777, 1778, 1779, 1780, in section entitled A Voyage to the Pacific Ocean. Book VI. Transactions in a second expedition to the North, by the way of Kamtschatka, and in returning home, by the way of Canton, and the Cape of Good Hope, 4 vols. (New York, 1796), pp. 231, 232, 243, https://quod.lib.umich.edu/e/evans/N22930.0001.001/1:25?rgn=div1;view=fulltext;q1=Voyages+around+the+world
","",""
"d7d15edb-01db-4e0d-9e93-1b4f08a3ebac","China_output043_text.txt","Europe","char-offset:493","PLACE","http://sws.geonames.org/6255148","Europe","","55.83114375381915","28.222024818160893","","VERIFIED","","","",""
"156769da-76de-4f45-b86c-ed97cac36563","China_output043_text.txt","Macao","char-offset:538","PLACE","http://sws.geonames.org/1821275","Macao","","22.1750482113586","113.5539810047247","","VERIFIED","","","",""
"3b4ef461-fe0c-42cd-9293-606d88b751c4","China_output043_text.txt","river","char-offset:601","PLACE","http://geo-kima.org/place/3748","Yangtze River (China)","","","","","VERIFIED","","NB This may be the Pearl River, formerly known as the Canton River. See https://en.wikipedia.org/wiki/Pearl_River
","",""
"dd20ae0f-3593-4f78-b95a-a9db9e3508c0","China_output043_text.txt","Canton","char-offset:610","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"28d287ec-1abc-4ac3-98d7-01079ea74a85","China_output043_text.txt","Ta-Ho","char-offset:620","PLACE","http://geo-kima.org/place/3748","Yangtze River (China)","","","","","VERIFIED","","On various names for river as it progresses towards the delta, including Ta Ho, see https://www.jstor.org/stable/1774310?saml_data=eyJzYW1sVG9rZW4iOiJlMTgyMTQyYy1jNmZiLTQ1ZGItOWJjOS05OWZkZDIzMmJmODciLCJpbnN0aXR1dGlvbklkcyI6WyJkNDgwOTg1NS01ODdlLTQ5ZjItYTlmMS1mOWQ0NTY0N2I5YjAiXX0&seq=1, p. 239; also https://en.wikipedia.org/wiki/Yangtze
","",""
"4fb25c19-9a45-4bc2-a1c0-7a017bc81f85","China_output043_text.txt","Quang-si","char-offset:873","PLACE","http://sws.geonames.org/1809867","Guangxi","","23.83148433228578","108.7771915148864","","VERIFIED","","Province here; on name given in text, 'Quang-si' as an alterantive, obsolete form of Guangxi, see https://en.wiktionary.org/wiki/Quangsi (which gives a quotation from John Nieuhoff 1669). If 'the city of Quang-si' is meant, perhaps this is a reference to Nanning, today the capital of the province; https://en.wikipedia.org/wiki/Guangxi
","",""
"8de7e9f0-95a9-453e-848c-cfb8025ac305","China_output043_text.txt","river","char-offset:1190","PLACE","http://geo-kima.org/place/3748","Yangtze River (China)","","","","","VERIFIED","","NB This may be the Pearl River, formerly known as the Canton River. See https://en.wikipedia.org/wiki/Pearl_River
","",""
"da406ae6-2ce5-4e7c-aa49-0458cd467607","China_output043_text.txt","Canton","char-offset:1199","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"86544d7a-80c8-4efa-b7cf-3214cb8b1128","China_output043_text.txt","Mr. Nieuhoff","char-offset:1289","PERSON","","","","","","","","Nieuhof|Johan","Johan Nieuhof (1618–1672), Dutch traveler; https://en.wikipedia.org/wiki/Johan_Nieuhof
","",""
"cf881855-630d-4152-9cca-c25aac15b529","China_output043_text.txt","river","char-offset:1384","PLACE","http://geo-kima.org/place/3748","Yangtze River (China)","","","","","VERIFIED","","NB This may be the Pearl River, formerly known as the Canton River. See https://en.wikipedia.org/wiki/Pearl_River
","",""
"b0712622-cbf3-45bc-9938-7c329cc2709f","China_output043_text.txt","Canton","char-offset:1396","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"a819eb32-df2a-4d38-bf06-5a728fb21168","China_output043_text.txt","Mr. Latham","char-offset:1440","PERSON","","","","","","","","Latham|John","John Latham (1740–1837), author of A General Synopsis of Birds (1781–1801) and General History of Birds (1821–1828); https://en.wikipedia.org/wiki/John_Latham_(ornithologist)
","",""
"026a4802-45c6-4fa6-83ee-744fad6d8783","China_output044_text.txt","Tigris","char-offset:1494","PLACE","","","","","","","NOT_IDENTIFIABLE","","Boca Tigris mentioned already; the river of Canton is the Pearl River; Yangzhe also mentioned previously (via name of Ta-Ho)
","",""
"391a28b6-3cf3-400b-9cfb-151c4120a3c4","China_output044_text.txt","Canton","char-offset:1504","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"0e82269d-7215-4c78-b4fd-1768e6ba3406","China_output044_text.txt","Thames","char-offset:1538","PLACE","http://pleiades.stoa.org/places/79705","Tamesis (river)|Tamesis, Thames","-0030/0640","51.4989","0.6087","river","VERIFIED","","","",""
"5c9544bf-ab8d-48d2-9db3-7a9b1b39ccf8","China_output044_text.txt","London","char-offset:1548","PLACE","http://sws.geonames.org/2643743","London","","51.50853","-0.12574","","VERIFIED","","","",""
"fab8002d-83f2-48f7-ac54-c1988e2b4fe0","China_output045_text.txt","Mr. Edwards'","char-offset:865","PERSON","","","","","","","","Edwards|George","George Edwards (1694–1773), naturalist and ornithologist; https://en.wikipedia.org/wiki/George_Edwards_(naturalist)
","",""
"e87f323a-ff53-415b-abe7-2a70c7d6b6ca","China_output045_text.txt","Canton","char-offset:972","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"08d388bb-0b4e-4b06-ba2b-5c785dc004a2","China_output045_text.txt","China","char-offset:1079","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"e3828bbc-49f0-4513-ac72-86641af235b3","China_output045_text.txt","Osbeck","char-offset:1183","PERSON","","","","","","","","Osbeck|Pehr","Pehr Osbeck (1723–1805), apostle of Car Linnæus.
","",""
"8a72e04b-ce45-4013-a116-4afef4585931","China_output045_text.txt","Sparman","char-offset:1194","PERSON","","","","","","","","Sparrman|Anders","Anders Sparrman (1748–1820), Swedish naturalist and abolitionist; https://en.wikipedia.org/wiki/Anders_Sparrman
","",""
"b226f7d7-6e40-4767-854f-9baf5e414b71","China_output045_text.txt","Linnæeus","char-offset:1229","PERSON","","","","","","","","Linnæus","","",""
"cf6d9cb5-becd-4ad4-8a2e-612165b7ef64","China_output045_text.txt","Du Halde","char-offset:1444","PERSON","","","","","","","","Du Halde","","",""
"b6433f3c-765b-4623-a18c-ed91e74e6e3d","China_output045_text.txt","Du Halde","char-offset:1577","PERSON","","","","","","","","Du Halde","","",""
"a31cea1c-8181-43e1-a738-02f83e6fa34b","China_output045_text.txt","Latham","char-offset:1639","PERSON","","","","","","","","Latham|John","","",""
"fee5251e-3f87-4d9f-8f59-77eb5c3aebcf","China_output046_text.txt","Mr. Nieuhoff,","char-offset:99","","","","","","","","","Nieuhof","","",""
"121a9c12-d9b0-412e-abd8-edad75d42848","China_output046_text.txt","Mr. Willughby","char-offset:195","PERSON","","","","","","","","Willughby|Francis","Francis Willughby (1635–72); for this reference at p. 329, see https://archive.org/details/ornithologyFran00Will/page/328/mode/2up
","",""
"4db7f58a-dba0-4025-a6ee-d465e1b2bc3e","China_output046_text.txt","Mr. Latham","char-offset:320","PERSON","","","","","","","","Latham","John Latham, A General Synopsis of Birds, 3 vols, each in two parts (), vol. 3 part 2 (London: Benj. White, 1781–5, this vol. 1785), p. 329; https://www.biodiversitylibrary.org/item/123874#page/38/mode/1up
","",""
"225759f0-96b7-4ce5-a90e-c858bb632094","China_output046_text.txt","Du Halde","char-offset:431","PERSON","","","","","","","","Du Halde","Jean-Baptiste Du Halde (1674–1743), Geographical, Historical, Chronological, Political, and Physical Description of the Empire of China and Chinese Tartary (Paris, 1735), English translation as The General History of China (1737). See here for material referenced in i. 316 of English version: https://wellcomecollection.org/works/kzht8a6b/items?canvas=412
","",""
"e42c3bf4-0be0-45f9-9d0c-af6d6ef6c6da","China_output046_text.txt","Sir G. Staunton’s Account of the Embassy to China","char-offset:1631","PERSON","","","","","","","","Staunton (1797)","George Staunton (1737–1801); Irish botanist working for British East India Company; author of An Authentic Account of an Embassy from the King of Great Britain to the Emperor of China (1797). For reference made by Pennant, see https://archive.org/details/authenticaccount02stau/page/388/mode/2up; did not locate the Plate 37 (seem to be included only in the folio volumes)
","",""
"23dbba03-205a-49f3-88e4-a3b3e0068944","China_output047_text.txt","India","char-offset:552","PLACE","http://sws.geonames.org/1269750","India","","23.01035740062025","79.61702627978634","","VERIFIED","","","",""
"249b722f-9651-4480-8bcf-b70aa8f714de","China_output047_text.txt","Canton","char-offset:796","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"562c5ef8-c308-4350-bd0f-6775babd54a6","China_output047_text.txt","Peking","char-offset:856","PLACE","http://sws.geonames.org/1816670","Beijing","","39.9075","116.39723","","VERIFIED","","","",""
"7bd0d7a0-002a-4d54-9673-b3d10861bcaa","China_output047_text.txt","China","char-offset:905","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"14a540df-ed04-4e23-bcf6-6012001fe1ec","China_output047_text.txt","Du Halde*","char-offset:928","PERSON","","","","","","","","Du Halde","For reference see https://wellcomecollection.org/works/kzht8a6b/items?canvas=426
","",""
